Country Name,Country Code,Region,IncomeGroup,Indicator Name,Indicator Code,Year,Energy_Consump.
Singapore,SGP,East Asia & Pacific,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,0.477110597051683
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,60.4986426970689
Sierra Leone,SLE,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,89.7155966869799
El Salvador,SLV,Latin America & Caribbean,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,57.1983367700388
Somalia,SOM,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,89.9081029299096
Serbia,SRB,Europe & Central Asia,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,22.0276168345748
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,54.0133244559111
Slovak Republic,SVK,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,4.71744245421623
Slovenia,SVN,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,12.3360932493257
Sweden,SWE,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,31.3544241199108
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,73.2134543455677
Seychelles,SYC,Sub-Saharan Africa,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,2.76324527668889
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,2.05800756854578
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,0.982270048992682
Chad,TCD,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,98.1236837481328
Togo,TGO,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,81.5521394202525
Thailand,THA,East Asia & Pacific,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,23.8678203855792
Tajikistan,TJK,Europe & Central Asia,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,57.2601858246883
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,0.00187493342820197
Tonga,TON,East Asia & Pacific,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,1.22682651978487
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,1.26641938490855
Tunisia,TUN,Middle East & North Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,14.2023798421311
Turkey,TUR,Europe & Central Asia,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,24.2430766548778
Tuvalu,TUV,East Asia & Pacific,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,0.0
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,95.177635537685
Uganda,UGA,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,96.8424550807558
Ukraine,UKR,Europe & Central Asia,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,1.1050195126379
Uruguay,URY,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,42.2509804117736
United States,USA,North America,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,4.08864139839829
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,1.56101287505898
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,10.4716306094437
Venezuela RB,VEN,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,13.7927331312163
British Virgin Islands,VGB,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,1.13099767356345
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,0.0
Vietnam,VNM,East Asia & Pacific,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,67.9860079331324
Vanuatu,VUT,East Asia & Pacific,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,27.5806471136694
Samoa,WSM,East Asia & Pacific,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,46.1517337512034
Yemen Rep.,YEM,Middle East & North Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,1.74337598049684
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,18.5628815589559
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,86.856529441463
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1994,68.5272061513798
Aruba,ABW,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.173371733273026
Afghanistan,AFG,South Asia,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,35.0756402917937
Angola,AGO,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,73.9458883392515
Albania,ALB,Europe & Central Asia,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,50.6097095765374
Andorra,AND,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,14.4810480827273
United Arab Emirates,ARE,Middle East & North Africa,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.112604485546437
Argentina,ARG,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,11.2051846343744
Armenia,ARM,Europe & Central Asia,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,9.27435270712397
American Samoa,ASM,East Asia & Pacific,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.0
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.0
Australia,AUS,East Asia & Pacific,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,8.21780571247124
Austria,AUT,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,25.6300879484846
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,1.36684006503242
Burundi,BDI,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,95.1118438929951
Belgium,BEL,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,1.26038953981826
Benin,BEN,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,94.7719872182725
Burkina Faso,BFA,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,93.1402000367221
Bangladesh,BGD,South Asia,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,63.8028091687192
Bulgaria,BGR,Europe & Central Asia,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,3.10670719617277
Bahrain,BHR,Middle East & North Africa,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.0
The Bahamas,BHS,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,33.222966322614
Belarus,BLR,Europe & Central Asia,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,2.52781588802276
Belize,BLZ,Latin America & Caribbean,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,34.9202926308058
Bermuda,BMU,North America,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,33.5360108277007
Brazil,BRA,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,46.1343566508084
Barbados,BRB,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,16.0342601769069
Brunei Darussalam,BRN,East Asia & Pacific,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.0
Bhutan,BTN,South Asia,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,94.3717497455821
Botswana,BWA,Sub-Saharan Africa,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,47.1740351861578
Central African Republic,CAF,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,93.0462254068333
Canada,CAN,North America,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,21.9235763153267
Switzerland,CHE,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,18.0659496503748
Chile,CHL,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,34.1675251282244
China,CHN,East Asia & Pacific,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,29.4721113943924
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,74.8826030239666
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,84.4774033090506
Congo Dem. Rep.,COD,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,96.8956752286621
Congo Rep.,COG,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,69.7957817097326
Colombia,COL,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,33.6999018210568
Comoros,COM,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,59.5434963931988
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,39.0786458287485
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,34.9735667623955
Cuba,CUB,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,41.2546263938294
Curacao,CUW,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.080581861604234
Cayman Islands,CYM,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.0
Cyprus,CYP,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,3.3542984702649
Czech Republic,CZE,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,5.30287772828777
Germany,DEU,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,2.31974899616167
Djibouti,DJI,Middle East & North Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,31.174132909155
Dominica,DMA,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,15.6474218349225
Denmark,DNK,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,7.51217803184753
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,22.336344797758
Algeria,DZA,Middle East & North Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.422480314895262
Ecuador,ECU,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,20.3541287176924
Egypt Arab Rep.,EGY,Middle East & North Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,9.00303478997945
Eritrea,ERI,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,77.8912684198844
Spain,ESP,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,8.26456706820941
Estonia,EST,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,12.3233857076765
Ethiopia,ETH,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,96.6201395551153
Finland,FIN,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,27.2664099850931
Fiji,FJI,East Asia & Pacific,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,60.0611603861047
France,FRA,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,10.701408694358
Faroe Islands,FRO,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,3.21403054997319
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,1.4050252531564
Gabon,GAB,Sub-Saharan Africa,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,71.9439200356796
United Kingdom,GBR,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,1.06022909884603
Georgia,GEO,Europe & Central Asia,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,46.3946509118918
Ghana,GHA,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,79.7893467842234
Gibraltar,GIB,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.0
Guinea,GIN,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,89.9302702673354
Gambia,GMB,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,59.5776946715124
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,88.5511211251063
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,82.4828663067454
Greece,GRC,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,8.31138976882518
Grenada,GRD,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,7.41831072970153
Greenland,GRL,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,13.3232737490285
Guatemala,GTM,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,65.1427507710262
Guam,GUM,East Asia & Pacific,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.0
Guyana,GUY,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,38.3813997879467
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.837325882876272
Honduras,HND,Latin America & Caribbean,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,62.9696978904356
Croatia,HRV,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,30.384527442502
Haiti,HTI,Latin America & Caribbean,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,81.3191493304216
Hungary,HUN,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,5.4175975751867
Indonesia,IDN,East Asia & Pacific,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,50.0981578077494
India,IND,South Asia,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,54.4841170038941
Ireland,IRL,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,1.92243647126362
Iran Islamic Rep.,IRN,Middle East & North Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,1.01808729977768
Iraq,IRQ,Middle East & North Africa,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.373227147039444
Iceland,ISL,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,55.6507167055427
Israel,ISR,Middle East & North Africa,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,5.43627427030068
Italy,ITA,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,4.46227833744118
Jamaica,JAM,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,10.7796064098073
Jordan,JOR,Middle East & North Africa,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,2.22003842239553
Japan,JPN,East Asia & Pacific,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,3.91718852109581
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,1.57574604306889
Kenya,KEN,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,79.511986847964
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,34.9747800949726
Cambodia,KHM,East Asia & Pacific,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,82.5342521690724
Kiribati,KIR,East Asia & Pacific,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,4.30003560621011
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,36.7317558009474
Korea Rep.,KOR,East Asia & Pacific,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.443590287348248
Kuwait,KWT,Middle East & North Africa,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.115747062159404
Lao PDR,LAO,East Asia & Pacific,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,85.9691828208372
Lebanon,LBN,Middle East & North Africa,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,4.52738036822598
Liberia,LBR,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,86.5974066868768
Libya,LBY,Middle East & North Africa,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,2.19164068555507
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,3.09786621446124
Sri Lanka,LKA,South Asia,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,69.9385547623011
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,50.7774773708507
Lithuania,LTU,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,10.3412667310781
Luxembourg,LUX,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,3.99091542099098
Latvia,LVA,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,32.4288068962795
"Macao SAR, China",MAC,East Asia & Pacific,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.501743345522578
Morocco,MAR,Middle East & North Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,17.164203292762
Moldova,MDA,Europe & Central Asia,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,2.84261829350711
Madagascar,MDG,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,82.9443170605656
Maldives,MDV,South Asia,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,3.31846451019339
Mexico,MEX,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,13.2618332258809
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,19.3815620431489
North Macedonia,MKD,Europe & Central Asia,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,17.8018178649134
Mali,MLI,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,88.0724996026455
Malta,MLT,Middle East & North Africa,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,85.2203604069731
Mongolia,MNG,East Asia & Pacific,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,3.0093382188638
Northern Mariana Islands,MNP,East Asia & Pacific,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.0
Mozambique,MOZ,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,92.8447401563893
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,45.2492021547015
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,38.8345145301275
Malawi,MWI,Sub-Saharan Africa,Low income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,81.7010033717561
Malaysia,MYS,East Asia & Pacific,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,9.02961384827698
Namibia,NAM,Sub-Saharan Africa,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,33.6971477346226
New Caledonia,NCL,East Asia & Pacific,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,4.38121325459715
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,88.0397372344843
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,64.5360704314953
Netherlands,NLD,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,1.27706785072043
Norway,NOR,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,60.0471253321381
Nepal,NPL,South Asia,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,91.7324022955839
Nauru,NRU,East Asia & Pacific,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.0
New Zealand,NZL,East Asia & Pacific,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,30.5845426784526
Oman,OMN,Middle East & North Africa,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.0
Pakistan,PAK,South Asia,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,53.1228760166441
Panama,PAN,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,35.2838615977552
Peru,PER,Latin America & Caribbean,Upper middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,33.282985370877
Philippines,PHL,East Asia & Pacific,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,38.9420017009317
Palau,PLW,East Asia & Pacific,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.0
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,70.7308591774903
Poland,POL,Europe & Central Asia,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,6.33252876185735
Puerto Rico,PRI,Latin America & Caribbean,High income,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1995,0.533418739386675
